1533018726.000000, IBI
13.016221,0.750034
13.781881,0.765660
14.547541,0.765660
15.313201,0.765660
16.063235,0.750034
16.828895,0.765660
17.610181,0.781286
18.360215,0.750034
26.001190,0.703157
26.813727,0.812537
27.532510,0.718783
28.266919,0.734409
29.063830,0.796911
29.845116,0.781286
30.673279,0.828163
31.454565,0.781286
32.282728,0.828163
33.095265,0.812537
39.954954,0.734409
40.736240,0.781286
41.501900,0.765660
42.267560,0.765660
43.033220,0.765660
43.830131,0.796911
44.611417,0.781286
45.392703,0.781286
46.158363,0.765660
46.939649,0.781286
47.705309,0.765660
48.455343,0.750034
49.221003,0.765660
49.986663,0.765660
67.924984,0.796911
68.612516,0.687531
69.346924,0.734409
87.691514,0.765660
96.035646,0.625029
96.723177,0.687531
97.426335,0.703157
98.051363,0.625029
98.785772,0.734409
112.098881,0.718783
118.458547,0.812537
119.271085,0.812537
120.052370,0.781286
120.864908,0.812537
121.661819,0.796911
122.458730,0.796911
123.255642,0.796911
124.068179,0.812537
124.865091,0.796911
125.693254,0.828163
135.287443,0.750034
135.974974,0.687531
136.818763,0.843789
137.553171,0.734409
138.350083,0.796911
139.100117,0.750034
139.897029,0.796911
140.600186,0.703157
141.381472,0.781286
142.131506,0.750034
142.897166,0.765660
143.662826,0.765660
144.412860,0.750034
145.194146,0.781286
145.944180,0.750034
146.631712,0.687531
147.459875,0.828163
148.256786,0.796911
149.022446,0.765660
149.803732,0.781286
150.585018,0.781286
151.350678,0.765660
152.116338,0.765660
152.897624,0.781286
153.678910,0.781286
154.444570,0.765660
155.210230,0.765660
155.991515,0.781286
156.772801,0.781286
157.507210,0.734409
164.882547,0.703157
165.616956,0.734409
166.335739,0.718783
167.070148,0.734409
172.711031,0.750034
173.554819,0.843789
174.351731,0.796911
175.133017,0.781286
175.898677,0.765660
176.664337,0.765660
177.414371,0.750034
185.445989,0.796911
186.227274,0.781286
196.227732,0.765660
196.977767,0.750034
197.759052,0.781286
204.540613,0.765660
205.306273,0.765660
206.040681,0.734409
206.821967,0.781286
207.603253,0.781286
208.353287,0.750034
209.103322,0.750034
209.868982,0.765660
210.650267,0.781286
215.197351,0.796911
215.994262,0.796911
216.838051,0.843789
217.619336,0.781286
218.478751,0.859414
222.182045,0.734409
222.885202,0.703157
223.619611,0.734409
224.385271,0.765660
225.150931,0.765660
225.932217,0.781286
226.729128,0.796911
227.541666,0.812537
228.322951,0.781286
229.135489,0.812537
229.916774,0.781286
230.729311,0.812537
231.479346,0.750034
232.260632,0.781286
232.963789,0.703157
233.698197,0.734409
234.448232,0.750034
235.198266,0.750034
235.963926,0.765660
236.745212,0.781286
237.526498,0.781286
238.229655,0.703157
239.026566,0.796911
239.839103,0.812537
240.542261,0.703157
241.245418,0.703157
241.964201,0.718783
242.698609,0.734409
243.448644,0.750034
244.198678,0.750034
244.964338,0.765660
249.652053,0.781286
250.433338,0.781286
251.120870,0.687531
251.949033,0.828163
252.714693,0.765660
253.511604,0.796911
254.339767,0.828163
255.089802,0.750034
263.324553,0.734409
264.090214,0.765660
264.887125,0.796911
265.668411,0.781286
266.480948,0.812537
267.309111,0.828163
268.121648,0.812537
268.949811,0.828163
269.762348,0.812537
270.496757,0.734409
271.278043,0.781286
272.043703,0.765660
272.762486,0.718783
273.496894,0.734409
274.293806,0.796911
282.262920,0.828163
283.028580,0.765660
283.841118,0.812537
284.559901,0.718783
285.356812,0.796911
286.106846,0.750034
292.857155,0.796911
293.607190,0.750034
294.357224,0.750034
295.138510,0.781286
295.872918,0.734409
296.638578,0.765660
297.372987,0.734409
298.138647,0.765660
298.873056,0.734409
299.576213,0.703157
300.326247,0.750034
301.076282,0.750034
301.841942,0.765660
302.638853,0.796911
303.451390,0.812537
304.217050,0.765660
304.998336,0.781286
305.748370,0.750034
306.529656,0.781286
307.295316,0.765660
308.045351,0.750034
308.826636,0.781286
309.576671,0.750034
310.342331,0.765660
311.107991,0.765660
311.904902,0.796911
312.654937,0.750034
313.436222,0.781286
314.217508,0.781286
314.998794,0.781286
315.826957,0.828163
316.576991,0.750034
317.358277,0.781286
318.170814,0.812537
318.983351,0.812537
325.218012,0.796911
325.999297,0.781286
326.796209,0.796911
327.593120,0.796911
328.421283,0.828163
329.218195,0.796911
330.046358,0.828163
337.874841,0.750034
338.656127,0.781286
339.406161,0.750034
340.171821,0.765660
340.953107,0.781286
341.640638,0.687531
342.421924,0.781286
343.140707,0.718783
343.890741,0.750034
344.625150,0.734409
345.375184,0.750034
346.109593,0.734409
346.875253,0.765660
347.625287,0.750034
348.390947,0.765660
349.187859,0.796911
349.922267,0.734409
350.703553,0.781286
351.469213,0.765660
352.234873,0.765660
352.953656,0.718783
353.734942,0.781286
354.469351,0.734409
355.219385,0.750034
355.953794,0.734409
356.703828,0.750034
357.438236,0.734409
358.203897,0.765660
358.953931,0.750034
359.719591,0.765660
360.485251,0.765660
361.235285,0.750034
362.016571,0.781286
362.766605,0.750034
363.516640,0.750034
364.297925,0.781286
365.047960,0.750034
365.766743,0.718783
381.954984,0.750034
382.720644,0.765660
383.501930,0.781286
384.251964,0.750034
384.892618,0.640654
385.658278,0.765660
388.783421,0.765660
389.517830,0.734409
390.283490,0.765660
391.080401,0.796911
391.814810,0.734409
392.549219,0.734409
393.299253,0.750034
394.033662,0.734409
394.799322,0.765660
395.549356,0.750034
396.299390,0.750034
397.080676,0.781286
397.830710,0.750034
398.580745,0.750034
399.346405,0.765660
400.096439,0.750034
400.846473,0.750034
418.722292,0.812537
419.409823,0.687531
420.206735,0.796911
420.988020,0.781286
421.784932,0.796911
422.597469,0.812537
423.378755,0.781286
424.238169,0.859414
424.956952,0.718783
425.785115,0.828163
426.566401,0.781286
427.332061,0.765660
427.988341,0.656280
428.847755,0.859414
429.582164,0.734409
430.347824,0.765660
431.160361,0.812537
431.941647,0.781286
432.754184,0.812537
433.519844,0.765660
434.348007,0.828163
435.129293,0.781286
435.879327,0.750034
436.676239,0.796911
442.848396,0.765660
443.723436,0.875040
444.473470,0.750034
445.301633,0.828163
446.051668,0.750034
446.848579,0.796911
447.598614,0.750034
448.348648,0.750034
449.083056,0.734409
449.833091,0.750034
450.598751,0.765660
451.301908,0.703157
452.130071,0.828163
452.958234,0.828163
453.786397,0.828163
454.536431,0.750034
455.333343,0.796911
456.099003,0.765660
456.864663,0.765660
457.630323,0.765660
471.959104,0.703157
472.677886,0.718783
473.412295,0.734409
474.162329,0.750034
474.912364,0.750034
475.709275,0.796911
481.568918,0.859414
482.381456,0.812537
483.193993,0.812537
483.975279,0.781286
484.803442,0.828163
485.647230,0.843789
495.007034,0.750034
495.757068,0.750034
496.553979,0.796911
497.335265,0.781286
498.100925,0.765660
498.850960,0.750034
499.632245,0.781286
500.397905,0.765660
501.132314,0.734409
501.882348,0.750034
502.632383,0.750034
503.366791,0.734409
504.132451,0.765660
504.944988,0.812537
505.679397,0.734409
506.491934,0.812537
507.304471,0.812537
508.085757,0.781286
508.882669,0.796911
509.648329,0.765660
510.429615,0.781286
511.164023,0.734409
511.945309,0.781286
512.632840,0.687531
513.382875,0.750034
514.117283,0.734409
514.851692,0.734409
515.648603,0.796911
534.071322,0.765660
534.852607,0.781286
535.571390,0.718783
536.352676,0.781286
537.102710,0.750034
537.852745,0.750034
538.587153,0.734409
539.321562,0.734409
540.087222,0.765660
540.806005,0.718783
541.493536,0.687531
542.259197,0.765660
542.962354,0.703157
543.712388,0.750034
544.446797,0.734409
545.181205,0.734409
545.993742,0.812537
546.743777,0.750034
547.509437,0.765660
548.275097,0.765660
549.040757,0.765660
549.790791,0.750034
550.556451,0.765660
551.306486,0.750034
552.056520,0.750034
552.790929,0.734409
553.525337,0.734409
554.290997,0.765660
555.025406,0.734409
555.806692,0.781286
556.587977,0.781286
557.353637,0.765660
558.166175,0.812537
558.947460,0.781286
559.728746,0.781286
560.525658,0.796911
561.275692,0.750034
562.056978,0.781286
562.791386,0.734409
563.572672,0.781286
