1519962659899;70;730;264,75
1519962660801;71;850;265,48
1519962661601;71;930;266,33
1519962663207;72;1180;267,26
1519962664015;72;1170;268,44
1519962664811;72;820;269,61
1519962665690;72;800;270,43
1519962666730;73;790;271,23
1519962667009;73;810;272,02
1519962668018;74;650;272,83
1519962669222;74;790;273,48
1519962670020;75;1380;274,27
1519962670521;75;740;275,65
1519962671622;75;870;276,39
1519962672526;75;810;277,26
1519962673819;74;890;278,07
1519962674428;73;940;278,96
1519962675330;73;920;279,9
1519962676133;72;890;280,82
1519962676933;72;850;281,71
1519962677837;72;810;282,56
1519962678641;71;810;283,37
1519962679443;72;820;284,18
1519962680244;72;810;285
1519962681143;72;830;285,81
1519962682047;72;870;286,64
1519962682851;72;880;287,51
1519962683753;71;880;288,39
1519962684652;71;890;289,27
1519962685453;71;850;290,16
1519962686256;71;810;291,01
1519962687056;71;790;291,82
1519962687861;71;790;292,61
1519962688699;71;810;293,4
1519962689511;72;810;294,21
1519962690301;72;800;295,02
1519962691200;72;840;295,82
1519962692006;72;820;296,66
1519962692903;72;860;297,48
1519962693708;72;850;298,34
1519962694513;72;850;299,19
1519962695317;72;790;300,04
1519962696127;72;800;300,83
1519962696816;72;760;301,63
1519962697520;73;720;302,39
1519962698324;73;740;303,11
1519962699103;74;740;303,85
1519962699930;74;800;304,59
1519962700834;74;850;305,39
1519962701643;74;850;306,24
1519962702529;74;870;307,09
1519962703455;73;820;307,96
1519962704136;73;820;308,78
1519962704936;73;810;309,6
1519962705730;73;810;310,41
1519962706539;73;800;311,22
1519962707343;73;810;312,02
1519962708258;73;830;312,83
1519962709050;73;820;313,66
1519962709957;73;840;314,48
1519962710644;73;910;315,32
1519962711939;72;1270;316,23
1519962712750;73;700;317,5
1519962713556;73;800;318,2
1519962714450;73;840;319
1519962715148;73;930;319,84
1519962715976;73;710;320,77
1519962716766;74;810;321,48
1519962717621;74;740;322,29
1519962718354;74;760;323,03
1519962719262;75;820;323,79
1519962720063;75;880;324,61
1519962720974;74;860;325,49
1519962721773;74;860;326,35
1519962722680;73;860;327,21
1519962723486;73;860;328,07
1519962724276;72;840;328,93
1519962725079;72;780;329,77
1519962725888;73;770;330,55
1519962726583;73;800;331,32
1519962728391;73;1530;332,12
1519962729292;73;970;333,65
1519962730189;73;870;334,62
1519962731011;72;890;335,49
1519962731794;72;850;336,38
1519962732914;72;830;337,23
1519962733499;71;840;338,06
1519962734298;71;820;338,9
1519962735097;71;810;339,72
1519962736010;71;840;340,53
1519962736901;71;860;341,37
1519962737710;71;860;342,23
1519962738624;71;840;343,09
1519962739509;71;870;343,93
1519962740421;71;920;344,8
1519962741312;70;880;345,72
1519962742116;70;890;346,6
1519962743019;70;870;347,49
1519962743824;70;820;348,36
1519962744523;70;810;349,18
1519962745433;70;780;349,99
1519962746135;71;820;350,77
1519962746824;71;720;351,59
1519962747759;72;740;352,31
1519962748531;72;830;353,05
1519962749427;72;880;353,88
1519962750247;72;830;354,76
1519962751135;72;850;355,59
1519962752031;71;930;356,44
1519962752843;71;840;357,37
1519962753646;71;840;358,21
1519962754543;71;820;359,05
1519962755264;71;810;359,87
1519962756049;71;770;360,68
1519962756842;72;770;361,45
1519962757658;72;770;362,22
1519962758466;73;800;362,99
1519962759257;73;790;363,79
1519962760061;73;840;364,58
1519962760961;73;840;365,42
1519962761861;73;850;366,26
1519962762655;73;860;367,11
1519962763465;72;850;367,97
1519962764271;72;830;368,82
1519962764969;72;780;369,65
1519962765774;73;740;370,43
1519962766675;73;800;371,17
1519962767475;73;840;371,97
1519962768386;73;850;372,81
1519962769280;73;860;373,66
1519962770086;73;860;374,52
1519962770882;72;850;375,38
1519962771690;72;810;376,23
1519962772488;72;810;377,04
1519962773403;72;820;377,85
1519962774291;72;820;378,67
1519962775191;72;880;379,49
1519962776099;72;930;380,37
1519962777274;71;910;381,3
1519962777896;71;920;382,21
1519962778709;70;890;383,13
1519962779599;70;860;384,02
1519962780409;70;840;384,88
1519962781197;70;820;385,72
1519962782003;70;820;386,54
1519962782802;71;780;387,36
1519962783714;71;810;388,14
1519962784515;71;840;388,95
1519962785314;71;850;389,79
1519962786133;71;810;390,64
1519962786812;72;790;391,45
1519962787617;72;690;392,24
1519962788319;73;780;392,93
1519962789139;73;730;393,71
1519962789928;74;750;394,44
1519962790825;74;830;395,19
1519962791958;74;880;396,02
1519962792524;74;860;396,9
1519962793433;73;870;397,76
1519962794231;73;870;398,63
1519962795138;72;820;399,5
1519962795944;72;860;400,32
1519962796842;72;850;401,18
1519962797637;71;870;402,03
1519962798454;71;830;402,9
1519962799349;71;830;403,73
1519962800256;71;850;404,56
1519962801043;71;870;405,41
1519962801958;71;860;406,28
1519962802751;70;850;407,14
1519962803665;70;870;407,99
1519962804461;70;850;408,86
1519962805356;70;850;409,71
1519962806308;70;850;410,56
1519962807054;70;870;411,41
1519962807967;70;730;412,28
1519962808661;70;980;413,01
1519962809565;70;800;413,99
1519962810778;70;840;414,79
1519962811269;70;820;415,63
1519962811982;70;860;416,45
1519962812775;71;760;417,31
1519962813982;71;770;418,07
1519962814986;70;1210;418,84
1519962815879;71;740;420,05
1519962816784;70;1170;420,79
1519962817694;70;900;421,96
1519962818485;69;860;422,86
1519962819289;70;770;423,72
1519962820098;70;840;424,49
1519962820997;71;840;425,33
1519962821908;71;890;426,17
1519962822703;71;850;427,06
1519962823605;71;860;427,91
1519962824499;70;860;428,77
1519962825504;70;890;429,63
1519962826312;70;940;430,52
1519962827328;69;910;431,46
1519962828313;69;940;432,37
1519962829219;68;980;433,31
1519962830215;68;970;434,29
1519962831117;67;950;435,26
1519962832027;67;910;436,21
1519962832918;67;910;437,12
1519962833843;65;880;438,03
1519962834733;65;870;438,91
1519962835525;65;910;439,78
1519962836425;65;860;440,69
1519962837329;66;920;441,55
1519962838241;66;890;442,47
1519962839134;66;860;443,36
1519962840306;66;910;444,22
1519962841046;66;950;445,13
1519962841945;66;920;446,08
1519962842848;66;940;447
1519962843847;66;930;447,94
1519962844743;66;910;448,87
1519962845643;66;890;449,78
1519962846561;66;920;450,67
1519962847450;66;930;451,59
1519962848252;65;900;452,52
1519962849261;66;760;453,42
1519962850140;65;1040;454,18
1519962851078;65;800;455,22
1519962851959;65;1000;456,02
1519962852866;65;890;457,02
1519962853774;65;930;457,91
1519962855074;66;920;458,84
1519962855763;65;1010;459,76
1519962856785;65;990;460,77
1519962857673;65;930;461,76
1519962858694;64;940;462,69
1519962859689;64;960;463,63
1519962860586;64;1000;464,59
1519962861490;64;930;465,59
1519962862505;64;940;466,52
1519962863380;63;930;467,46
1519962864388;63;940;468,39
1519962865294;63;950;469,33
1519962866192;63;950;470,28
1519962867250;63;930;471,23
1519962868256;63;980;472,16
1519962869107;63;940;473,14
1519962869965;63;920;474,08
1519962870800;63;880;475
1519962871728;64;880;475,88
1519962872704;64;900;476,76
1519962873710;64;940;477,66
1519962874621;64;990;478,6
1519962875618;64;940;479,59
1519962876520;64;980;480,53
1519962877412;63;950;481,51
1519962878345;64;910;482,46
1519962879121;64;830;483,37
1519962880126;65;840;484,2
1519962881034;65;980;485,04
1519962881928;65;890;486,02
1519962882838;65;920;486,91
1519962883747;65;930;487,83
1519962884745;65;890;488,76
1519962885533;65;890;489,65
1519962886442;66;900;490,54
1519962887338;66;870;491,44
1519962888239;66;900;492,31
1519962889241;66;940;493,21
1519962890147;66;930;494,15
1519962891041;65;980;495,08
1519962891945;65;890;496,06
1519962892756;65;870;496,95
1519962893652;66;820;497,82
1519962894456;66;860;498,64
1519962895356;67;870;499,5
1519962896263;67;860;500,37
1519962897063;67;920;501,23
1519962897975;67;810;502,15
1519962898676;68;830;502,96
1519962899481;68;770;503,79
1519962900276;69;760;504,56
1519962900976;69;800;505,32
1519962901877;70;740;506,12
1519962902572;70;860;506,86
1519962903381;71;760;507,72
1519962904176;72;770;508,48
1519962904877;72;750;509,25
1519962905676;73;760;510
1519962906386;74;740;510,76
1519962907194;75;740;511,5
1519962907891;75;760;512,24
1519962908584;76;740;513
1519962909290;76;720;513,74
1519962909989;77;690;514,46
1519962910709;78;680;515,15
1519962911389;78;690;515,83
1519962912197;78;1010;516,52
1519962914169;78;1290;517,53
1519962914276;78;660;518,82
1519962915505;78;1050;519,48
1519962916798;77;830;520,53
1519962917502;77;890;521,36
1519962917917;77;890;522,25
1519962919318;78;1170;523,14
1519962919916;79;820;524,31
1519962920639;80;610;525,13
1519962921430;81;700;525,74
1519962922128;81;760;526,44
1519962922926;81;760;527,2
1519962923714;81;740;527,96
1519962924615;81;790;528,7
1519962925330;80;810;529,49
1519962926234;80;870;530,3
1519962927126;79;880;531,17
1519962928034;78;860;532,05
1519962928835;78;900;532,91
1519962929732;77;860;533,81
1519962930535;77;840;534,67
1519962931355;76;820;535,51
1519962932143;75;820;536,33
1519962932933;74;820;537,15
1519962933754;72;800;537,97
1519962934672;72;800;538,77
1519962935457;72;830;539,57
1519962936347;72;840;540,4
1519962937957;72;1390;541,24
1519962938887;72;1140;542,63
1519962939655;71;820;543,77
1519962940462;72;800;544,59
1519962941263;72;820;545,39
1519962942086;72;830;546,21
1519962942963;72;830;547,04
1519962943772;72;840;547,87
1519962944676;72;840;548,71
1519962945497;72;840;549,55
1519962946266;72;800;550,39
1519962947090;72;790;551,19
1519962947876;72;810;551,98
1519962948783;72;850;552,79
1519962949578;72;840;553,64
1519962950378;72;860;554,48
1519962951185;72;800;555,34
1519962951988;72;810;556,14
1519962952879;72;800;556,95
1519962953642;72;850;557,75
1519962954384;73;740;558,6
1519962955095;73;750;559,34
1519962955890;74;780;560,09
1519962956706;74;740;560,87
1519962957507;74;790;561,61
1519962958304;74;830;562,4
1519962959110;74;770;563,23
1519962960007;74;870;564
1519962960806;74;820;564,87
1519962961622;74;810;565,69
1519962962315;74;830;566,5
1519962963106;74;730;567,33
1519962963717;74;770;568,06
1519962965333;74;1020;568,83
1519962966024;74;1170;569,85
1519962966814;74;760;571,02
1519962967632;74;780;571,78
1519962968453;75;750;572,56
1519962969220;75;790;573,31
1519962970025;75;790;574,1
1519962971025;75;870;574,89
1519962971834;74;920;575,76
1519962972645;74;870;576,68
1519962973429;73;810;577,55
1519962974341;73;810;578,36
1519962975134;73;820;579,17
1519962975951;73;810;579,99
1519962976735;73;830;580,8
1519962977545;73;790;581,63
1519962978347;73;800;582,42
1519962979055;73;770;583,22
1519962979851;74;770;583,99
1519962980653;74;770;584,76
1519962981547;74;820;585,53
1519962982456;74;880;586,35
1519962983717;74;920;587,23
1519962984254;73;910;588,15
1519962985056;73;850;589,06
1519962985858;72;850;589,91
1519962986772;72;810;590,76
1519962987583;72;830;591,57
1519962988465;72;830;592,4
1519962989267;72;850;593,23
1519962990164;71;880;594,08
1519962990986;71;860;594,96
1519962991773;71;810;595,82
1519962992587;71;800;596,63
1519962993476;71;830;597,43
1519962994281;71;830;598,26
1519962995098;71;850;599,09
1519962996007;71;830;599,94
1519962996785;71;840;600,77
1519962997583;71;810;601,61
1519962998561;72;790;602,42
1519962999199;72;790;603,21
1519963000104;72;820;604
1519963000890;72;860;604,82
1519963001798;72;890;605,68
1519963002691;72;890;606,57
1519963003601;71;900;607,46
1519963004414;71;890;608,36
1519963005198;71;770;609,25
1519963005909;71;770;610,02
1519963006604;72;750;610,79
1519963007307;72;640;611,54
1519963008235;72;800;612,18
1519963009217;72;880;612,98
1519963010134;72;950;613,86
1519963011120;71;960;614,81
1519963012118;70;970;615,77
1519963013304;70;950;616,74
1519963013845;69;920;617,69
1519963014726;69;870;618,61
1519963015520;68;840;619,48
1519963016429;69;850;620,32
1519963017252;69;830;621,17
1519963018139;69;830;622
1519963019040;69;880;622,83
1519963019936;69;900;623,71
1519963020737;69;870;624,61
1519963021534;69;860;625,48
1519963022439;69;830;626,34
1519963023350;69;910;627,17
1519963024156;69;850;628,08
1519963025076;69;830;628,93
1519963025850;69;840;629,76
1519963026748;70;840;630,6
1519963027585;70;860;631,44
1519963028461;70;840;632,3
1519963029260;70;860;633,14
1519963030054;70;820;634
1519963030968;70;830;634,82
1519963031795;70;840;635,65
1519963032661;70;840;636,49
1519963033470;70;850;637,33
1519963034365;71;860;638,18
1519963035166;70;860;639,04
1519963035980;71;820;639,9
1519963036782;71;780;640,72
1519963037478;71;790;641,5
1519963038396;72;780;642,29
1519963039188;72;820;643,07
1519963040083;72;850;643,89
1519963040891;72;840;644,74
1519963041708;72;830;645,58
1519963042418;72;800;646,41
1519963043190;73;760;647,21
1519963043901;73;740;647,97
1519963044703;73;770;648,71
1519963045592;74;800;649,48
1519963046398;74;860;650,28
1519963047317;74;810;651,14
1519963048100;73;880;651,95
1519963048805;73;760;652,83
1519963049518;74;760;653,59
1519963050314;74;730;654,35
1519963051007;75;740;655,08
1519963051811;75;750;655,82
1519963052621;75;790;656,57
1519963053416;76;790;657,36
1519963054338;76;830;658,15
1519963055116;75;820;658,98
1519963055823;75;810;659,8
1519963056633;75;770;660,61
1519963057587;76;740;661,38
1519963058026;76;710;662,12
1519963058946;77;740;662,83
1519963059728;77;780;663,57
1519963060529;77;850;664,35
1519963061436;76;850;665,2
1519963062337;76;880;666,05
1519963063231;75;900;666,93
1519963064043;74;870;667,83
1519963064861;74;810;668,7
1519963065650;74;790;669,51
1519963066354;74;780;670,3
1519963067151;74;790;671,08
1519963067969;74;780;671,87
1519963068851;74;810;672,65
1519963069655;74;830;673,46
1519963070566;74;870;674,29
1519963071363;74;830;675,16
1519963072446;74;800;675,99
1519963072851;74;810;676,79
1519963073758;74;780;677,6
1519963074563;74;820;678,38
1519963075275;74;800;679,2
1519963075968;74;710;680
1519963076793;74;750;680,71
1519963077475;75;760;681,46
1519963078278;75;740;682,22
1519963079078;76;770;682,96
1519963079889;76;780;683,73
1519963080675;76;800;684,51
1519963081497;76;790;685,31
1519963082183;76;790;686,1
1519963082996;76;790;686,89
1519963083800;76;800;687,68
1519963084591;76;780;688,48
1519963085391;76;800;689,26
1519963086305;76;800;690,06
1519963087223;76;830;690,86
1519963087891;75;800;691,69
1519963088710;75;820;692,49
1519963089600;75;840;693,31
1519963090397;75;830;694,15
1519963091210;74;830;694,98
1519963092113;74;840;695,81
1519963092931;73;870;696,65
1519963093809;73;840;697,52
1519963094712;73;870;698,36
1519963095515;72;880;699,23
1519963096319;72;840;700,11
1519963097119;72;790;700,95
1519963097814;72;780;701,74
1519963098614;73;750;702,52
1519963099437;73;780;703,27
1519963100226;73;770;704,05
1519963101121;74;810;704,82
1519963102024;74;850;705,63
1519963102833;73;860;706,48
1519963103627;73;840;707,34
1519963104444;73;840;708,18
1519963105239;73;850;709,02
1519963106031;72;810;709,87
1519963106856;72;780;710,68
1519963107639;73;770;711,46
1519963108339;73;780;712,23
1519963109141;74;760;713,01
1519963110044;74;810;713,77
1519963110945;74;820;714,58
1519963111853;74;930;715,4
1519963112865;73;920;716,33
1519963113758;72;930;717,25
1519963114557;72;920;718,18
1519963115456;72;880;719,1
1519963116288;71;850;719,98
1519963117058;71;830;720,83
1519963117858;71;800;721,66
1519963118769;72;800;722,46
1519963119577;72;840;723,26
1519963120359;72;850;724,1
1519963121273;71;820;724,95
1519963122165;72;850;725,77
1519963122981;71;860;726,62
1519963123781;71;850;727,48
1519963124685;71;830;728,33
1519963125380;71;820;729,16
1519963126193;71;800;729,98
1519963126983;72;770;730,78
1519963127784;72;780;731,55
1519963128688;73;810;732,33
1519963129596;73;840;733,14
1519963130597;72;900;733,98
1519963131588;72;990;734,88
1519963132293;71;940;735,87
1519963133201;71;860;736,81
1519963134000;71;840;737,67
1519963134909;70;790;738,51
1519963135700;70;960;739,3
1519963136800;70;1170;740,26
1519963137614;70;720;741,43
1519963138416;71;730;742,15
1519963139105;72;790;742,88
1519963139914;73;750;743,67
1519963140620;74;750;744,42
1519963141323;74;750;745,17
1519963142119;75;730;745,92
1519963142825;76;730;746,65
1519963143620;76;760;747,38
1519963144626;77;800;748,14
1519963145549;76;970;748,94
1519963146439;75;920;749,91
1519963147342;75;920;750,83
1519963148148;74;860;751,75
1519963148944;74;820;752,61
1519963149734;73;830;753,43
1519963150643;73;800;754,26
1519963151452;73;850;755,06
1519963152252;73;810;755,91
1519963153045;73;770;756,72
1519963153744;73;810;757,49
1519963154648;73;760;758,3
1519963155448;73;850;759,06
1519963156242;73;790;759,91
1519963156955;74;820;760,7
1519963158661;74;1600;761,52
1519963159460;74;790;763,12
1519963160264;74;800;763,91
1519963161091;74;810;764,71
1519963161868;74;840;765,52
1519963162766;74;810;766,36
1519963163571;74;830;767,17
1519963164479;73;850;768
1519963165341;73;840;768,85
1519963166178;73;840;769,69
1519963166975;72;860;770,53
1519963167779;72;830;771,39
1519963168584;72;830;772,22
1519963169391;72;820;773,05
1519963170194;72;810;773,87
1519963170991;73;790;774,68
1519963171789;73;780;775,47
1519963172587;73;810;776,25
1519963173389;73;800;777,06
1519963174192;73;770;777,86
1519963174991;73;830;778,63
1519963175940;73;820;779,46
1519963176702;73;830;780,28
1519963177510;73;830;781,11
1519963178300;73;830;781,94
1519963179106;73;780;782,77
1519963179824;74;770;783,55
1519963180610;74;750;784,32
1519963181310;74;730;785,07
1519963182111;75;770;785,8
1519963182904;75;780;786,57
1519963183729;75;820;787,35
1519963184623;75;800;788,17
1519963185516;75;870;788,97
1519963186413;74;890;789,84
1519963187335;74;880;790,73
1519963188119;74;880;791,61
1519963188924;73;840;792,49
1519963189727;73;810;793,33
1519963190691;73;790;794,14
1519963191338;73;780;794,93
1519963192138;73;800;795,71
1519963192938;73;800;796,51
1519963193735;73;820;797,31
1519963194628;73;840;798,13
1519963195459;73;850;798,97
1519963196340;73;850;799,82
1519963197140;73;850;800,67
1519963197945;72;830;801,52
1519963198751;72;820;802,35
1519963199553;72;790;803,17
1519963200352;72;800;803,96
1519963201163;73;780;804,76
1519963201961;73;810;805,54
1519963202762;73;770;806,35
1519963203459;74;780;807,12
1519963204262;74;760;807,9
1519963205396;74;780;808,66
1519963205873;75;790;809,44
1519963206666;75;780;810,23
1519963207372;75;780;811,01
1519963208189;75;780;811,79
1519963208885;76;760;812,57
1519963209702;76;750;813,33
1519963210371;76;720;814,08
1519963210985;77;690;814,8
1519963211690;77;640;815,49
1519963212381;78;700;816,13
1519963213183;78;720;816,83
1519963213984;79;760;817,55
1519963214996;78;830;818,31
1519963216089;78;1030;819,14
1519963217092;77;1040;820,17
1519963218097;77;1010;821,21
1519963219113;76;1000;822,22
1519963220203;75;970;823,22
1519963220895;74;920;824,19
1519963221802;72;890;825,11
1519963222594;68;890;826
1519963223511;67;880;826,89
1519963224401;67;860;827,77
1519963225222;67;860;828,63
1519963226112;67;860;829,49
1519963226908;67;860;830,35
1519963227719;68;810;831,21
1519963228609;68;820;832,02
1519963229516;69;860;832,84
1519963230428;69;900;833,7
1519963231227;69;880;834,6
1519963232121;69;880;835,48
1519963232926;69;860;836,36
1519963233725;69;820;837,22
1519963234521;69;800;838,04
1519963235334;70;800;838,84
1519963236128;70;790;839,64
1519963236925;71;780;840,43
1519963237733;71;850;841,21
1519963238535;71;800;842,06
